time,V (V),I (A),T0 (C),T1 (C),T2 (C),T3 (C),T4 (C),T5 (C),Tw1 (C),Tw2 (C),Tw3 (C),P (V),T0cal (C),T1cal (C),T2cal (C),T3cal (C),T4cal (C),T5cal (C),Tw1cal (C),Tw2cal (C),Tw3cal (C),Pcal (psi),Q01 (W),Q12 (W),Q23 (W),Q34 (W),Q45 (W),T6ext (C)
2022-04-08T14:58:08.133602,67.6,0.5596,228.37307739257812,149.85800170898438,143.50633239746094,137.17002868652344,131.1162567138672,109.43132019042969,99.17574310302734,99.22554779052734,98.42276763916016,0.044858261942863464,230.1345139120552,150.63469452346243,144.43527342547742,137.54732269886284,131.45770085514994,109.68622859543427,98.66687041727805,98.24150565707265,97.74208351040319,13.393434799408215,510.05456375625033,14.636237478160286,16.292640548608315,14.38609220809651,14.161017966438287,95.25831191561427
2022-04-08T14:58:10.967603,67.6,0.5596,228.37503051757812,149.89947509765625,143.5218505859375,137.1717529296875,131.1217803955078,109.40388488769531,99.19252014160156,99.2176284790039,98.39410400390625,0.0448649525642395,230.13648814171341,150.67665055268134,144.45098205030763,137.54906092513892,131.463266499156,109.65854029081281,98.68384428838051,98.23355098530851,97.71306392370604,13.395444980991426,509.7980487164683,14.69820507767424,16.32568588981319,14.377050335580364,14.182647636602608,95.23969177081031
2022-04-08T14:58:13.397599,67.6,0.5596,228.36041259765625,149.92230224609375,143.53726196289062,137.19534301757812,131.14256286621094,109.3945083618164,99.16785430908203,99.20491790771484,98.39816284179688,0.044870443642139435,230.12171226661528,150.69974334874885,144.46658255284302,137.57284232180123,131.48420685036118,109.64907729682511,98.65888906997475,98.22078366049246,97.71717316515478,13.397094762535776,509.55509107580986,14.715893662730656,16.30633494311417,14.383762007168952,14.202423162684637,95.22349759249113
2022-04-08T14:58:15.870167,67.6,0.5596,228.36419677734375,149.89564514160156,143.54013061523438,137.19088745117188,131.12710571289062,109.37886047363281,99.16868591308594,99.1961898803711,98.36064910888672,0.04488039389252663,230.12553733657805,150.67277602606842,144.4694864087605,137.56835062204354,131.4686322719685,109.6332851075096,98.65973043057055,98.2120166619393,97.67919357830627,13.400084292050675,509.75264876232325,14.645370680535798,16.32382826370476,14.409944144264834,14.20256470534887,95.18144714714231
2022-04-08T14:58:18.277691,300.0,2.4981,228.36058044433594,149.90567016601562,143.552001953125,137.19073486328125,131.13429260253906,109.38042449951172,99.15355682373047,99.18423461914062,98.37194061279297,0.04495314881205559,230.12188192697653,150.68291771525045,144.4815034295254,137.56819679670937,131.47587375905925,109.63486355646604,98.64442384285059,98.20000801969034,97.69062530263732,13.421943337885923,509.6641294014584,14.640943202878919,16.352616974387328,14.39247349515341,14.206248167073829,95.20054703736827
2022-04-08T14:58:20.701903,300.0,2.495,228.38040161132812,149.9157257080078,143.55462646484375,137.197021484375,131.1424102783203,109.35306549072266,99.13056182861328,99.16525268554688,98.32337951660156,0.044862549751996994,230.14191727327346,150.69309027715454,144.48416014876904,137.57453440047706,131.48405310328917,109.60725224935466,98.62115906454098,98.18094133052927,97.64146116387572,13.394723061658926,509.7274070067361,14.65868738516433,16.343910273246237,14.388122576690336,14.229527808001581,95.17729929808044
2022-04-08T14:58:23.213646,300.0,2.4928,228.57192993164062,149.9022216796875,143.5412139892578,137.1763153076172,131.12271118164062,109.36177825927734,99.10275268554688,99.14381408691406,98.33309936523438,0.04485568776726723,230.335515169131,150.67942909766273,144.4705830777506,137.55366030263053,131.46420435629514,109.61604536500474,98.59302365746116,98.15940700716006,97.6513017157661,13.392661394355878,511.0571387982652,14.65848881314111,16.361170535391317,14.385700292961015,14.210898019135811,95.18852173972927
2022-04-08T14:58:25.620794,300.0,2.4917,228.84568786621094,149.87649536132812,143.52658081054688,137.18658447265625,131.115478515625,109.34932708740234,99.09806060791016,99.12081146240234,98.30594635009766,0.04487524926662445,230.61223121833274,150.65340339300374,144.45577032336303,137.56401274762,131.45691674508276,109.60347937136119,98.58827653116374,98.13630167443472,97.62381150840514,13.398538601200778,512.9994679052215,14.632016115060226,16.30164520426486,14.427373073568551,14.214331285731193,95.13416181082347
2022-04-08T14:58:28.046354,300.0,2.4903,229.47877502441406,149.87863159179688,143.5204315185547,137.16481018066406,131.10206604003906,109.3431167602539,99.08379364013672,99.13605499267578,98.27729797363281,0.044850025326013565,231.25215925363625,150.65556448354482,144.449545568391,137.54206187243432,131.44340237745476,109.59721177404143,98.57384217965777,98.15161326806165,97.59480736998412,13.39096012709169,517.0912500412151,14.651814290477775,16.338843499379735,14.407442710279321,14.209617702593155,95.14788252004143
2022-04-08T14:58:30.482366,300.0,2.4892,230.33663940429688,149.91299438476562,143.51963806152344,137.1667938232422,131.1067657470703,109.34781646728516,99.0758056640625,99.099365234375,98.2700424194336,0.044848307967185974,232.11929335999434,150.69032716853414,144.44874237420106,137.54406160177848,131.4481377872721,109.60195482066179,98.56576048659534,98.11475968760523,97.5874617146876,13.390444150638539,522.4315746542084,14.735781913512154,16.332213512110847,14.400979952402249,14.209612735317462,95.15910711361865
