time,V (V),I (A),T0 (C),T1 (C),T2 (C),T3 (C),T4 (C),T5 (C),Tw1 (C),Tw2 (C),Tw3 (C),P (V),T0cal (C),T1cal (C),T2cal (C),T3cal (C),T4cal (C),T5cal (C),Tw1cal (C),Tw2cal (C),Tw3cal (C),Pcal (psi),Q01 (W),Q12 (W),Q23 (W),Q34 (W),Q45 (W),T6ext (C)
2022-04-08T14:27:51.294143,26.65,0.2225,120.06107330322266,104.51737213134766,103.8486328125,103.26506042480469,102.79866027832031,101.25498962402344,99.3740463256836,99.37850952148438,98.49297332763672,0.0450456403195858,120.65213525599187,104.76641994350726,104.29090184822655,103.36739497698234,102.92498099150792,101.43449783815863,98.86750018430642,98.39515037210093,97.81316102884533,13.449732195540689,101.91949687407642,1.1226525279841024,2.1844473188830666,1.0451565881315652,0.9694685991588754,100.38630268183672
2022-04-08T14:27:53.956598,26.65,0.2226,120.06000518798828,104.49510192871094,103.84439086914062,103.25360107421875,102.78813171386719,101.25811767578125,99.37877655029297,99.4111557006836,98.48738098144531,0.045119594782590866,120.65105559914753,104.74389057461653,104.28660784851878,103.35584269438637,102.91437244354054,101.43765473607154,98.87228590512659,98.42794231861227,97.80749923564623,13.4719516414148,102.05711383477718,1.0796005736733227,2.201615936777015,1.042927114161697,0.9605150142059925,100.39169553543597
2022-04-08T14:27:56.364600,26.65,0.2225,120.05347442626953,104.48710632324219,103.83641815185547,103.23841857910156,102.78106689453125,101.2660140991211,99.3851089477539,99.42465209960938,98.521728515625,0.04509986191987991,120.64445426872791,104.7358019214485,104.27853729151408,103.3405370736367,102.90725395410736,101.44562397836387,98.87869259590197,98.44149897983652,97.84227330519921,13.466022948850062,102.06665619300445,1.0795578503706527,2.2187296325076797,1.0235858760583139,0.950701362768503,100.41906224632531
2022-04-08T14:27:58.807829,26.65,0.2226,120.05258178710938,104.47807312011719,103.83009338378906,103.24562072753906,102.78466796875,101.2811279296875,99.39308166503906,99.42304992675781,98.51607513427734,0.04510844126343727,120.64355198407944,104.72666359573195,104.27213490705773,103.3477976294094,102.91088238500635,101.4608771851089,98.88675885115529,98.43988965317904,97.83654971889563,13.468600592606261,102.11949694618303,1.0730985559659585,2.1864115479533055,1.0321663897068873,0.9431401534185844,100.42570999342217
2022-04-08T14:28:01.245356,300.0,2.5141,120.02811431884766,104.47085571289062,103.84003448486328,103.23299407958984,102.78646087646484,101.26288604736328,99.37957000732422,99.40953826904297,98.52400970458984,0.04521619901061058,120.61882013050968,104.71936219697531,104.28219800349517,103.33506858300704,102.91268891310224,101.44246708045097,98.87308867119964,98.42631766503423,97.84458282247961,13.500976156345658,102.00766671695541,1.032102651456192,2.240323691834706,0.9978276211599656,0.9562898428944583,100.44173848990178
2022-04-08T14:28:03.668135,300.0,2.5101,120.05301666259766,104.465576171875,103.8194351196289,103.23493194580078,102.77580261230469,101.24708557128906,99.37489318847656,99.40089416503906,98.53675079345703,0.04512868821620941,120.64399155865178,104.71402121606666,104.26134584664092,103.33702216475098,102.90194968012366,101.4265208961153,98.86835698271132,98.41763496454408,97.85748213304235,13.47468374233051,102.20342808606577,1.0687230473152474,2.186379388779523,1.0278130632226574,0.9596766479225424,100.3957196872741
2022-04-08T14:28:06.081739,300.0,2.5075,120.15982818603516,104.4601821899414,103.8194351196289,103.2313232421875,102.77580261230469,101.24320220947266,99.35106658935547,99.39701080322266,98.52477264404297,0.04509076848626137,120.75195724308476,104.70856446245044,104.26134584664092,103.33338419559792,102.90194968012366,101.4226017228527,98.84425084380591,98.41373426326474,97.84535523628576,13.463290847934351,102.93112322555504,1.0558401763948164,2.1949845786379125,1.019218743077773,0.9622258316581774,100.4004198202954
2022-04-08T14:28:08.489244,300.0,2.5059,120.55985260009766,104.43698120117188,103.80255889892578,103.2208023071289,102.74723052978516,101.24325561523438,99.35591125488281,99.39945220947266,98.54080963134766,0.04509454220533371,121.15630415495548,104.68509347553824,104.24426252406255,103.32277793880706,102.87316054089337,101.42265562110975,98.8491523481943,98.41618657055234,97.86159137449108,13.46442465302555,105.67591526922286,1.0407595147260869,2.179663838279242,1.062173893675988,0.9434651907978551,100.35739368508433
2022-04-08T14:28:10.911241,300.0,2.5046,121.2479019165039,104.4577407836914,103.79894256591797,103.20816802978516,102.75623321533203,101.2512435913086,99.35596466064453,99.38197326660156,98.5296630859375,0.045097459107637405,121.85178824673434,104.7060946446892,104.24060181208147,103.31004120113799,102.88223161814084,101.43071726041417,98.84920638052614,98.3986295830652,97.8503064087832,13.46530102951756,110.00325960167272,1.0989838461921535,2.201132113824967,1.010655220711035,0.94412176875809,100.4171237768247
2022-04-08T14:28:13.346243,300.0,2.5039,122.20611572265625,104.49099731445312,103.8150405883789,103.2278823852539,102.76240539550781,101.24810791015625,99.33768463134766,99.39000701904297,98.5273208618164,0.045101236552000046,122.82035611361725,104.73973819350546,104.25689738651201,103.32991543431244,102.88845068720286,101.42755266275026,98.83071188522759,98.40669920673345,97.84793509839831,13.466435953863538,116.00154260236366,1.1399407466609546,2.1926672157914657,1.042914112162694,0.9502252729911479,100.38160650191422
