time,V (V),I (A),T0 (C),T1 (C),T2 (C),T3 (C),T4 (C),T5 (C),Tw1 (C),Tw2 (C),Tw3 (C),P (V),T0cal (C),T1cal (C),T2cal (C),T3cal (C),T4cal (C),T5cal (C),Tw1cal (C),Tw2cal (C),Tw3cal (C),Pcal (psi),Q01 (W),Q12 (W),Q23 (W),Q34 (W),Q45 (W),T6ext (C)
2022-04-08T14:18:40.350901,34.14,0.2857,109.4775619506836,99.91065216064453,99.72423553466797,99.58753204345703,99.58929443359375,99.9167709350586,99.29723358154297,99.31855010986328,98.38629913330078,0.04492209106683731,109.95426287193447,100.10608993711948,100.11589072589007,99.66004290694518,99.6912342010291,100.08393841226378,98.78978625331067,98.33492323780958,97.7051621304691,13.412612110792812,63.18386115458178,-0.023138720479283528,1.0782546150103647,-0.07368615725202568,-0.2554301943594329,100.15783879618388
2022-04-08T14:18:43.134139,34.14,0.2858,109.51683044433594,99.91935729980469,99.74375915527344,99.5944595336914,99.59441375732422,99.94684600830078,99.31139373779297,99.33748626708984,98.37435913085938,0.04492981359362602,109.9939556846328,100.11489638107436,100.13565393677526,99.66702657711639,99.69639241529441,100.11429083073368,98.80411254015296,98.35394394620901,97.69307385440283,13.414932325949826,63.38202177251281,-0.049006594309783144,1.1084831214984614,-0.06937370934342058,-0.2718174911915145,100.18386622922957
2022-04-08T14:18:45.582710,34.14,0.2858,109.53827667236328,99.915771484375,99.7275619506836,99.61246490478516,99.59620666503906,99.94356536865234,99.30170440673828,99.34612274169922,98.3664779663086,0.044951435178518295,110.01563365170001,100.11126883623756,100.11925796307096,99.68517796654815,99.6981989433903,100.11097993780064,98.79430953137617,98.36261898323889,97.68509481978526,13.42142848068755,63.544376755632264,-0.018861560737486984,1.026765381082125,-0.030760690613973688,-0.2684889201942025,100.14183005851253
2022-04-08T14:18:47.995197,34.14,0.2858,109.53799438476562,99.92733764648438,99.74182891845703,99.6258316040039,99.60417175292969,99.95701599121094,99.31595611572266,99.3508071899414,98.36261749267578,0.04495297744870186,110.01534831381973,100.12296959788138,100.1337000124478,99.69865306582122,99.70622454054823,100.12455459882612,98.80872844507304,98.36732434784696,97.68118640592614,13.421891852166086,63.46747639521729,-0.025333477650735,1.0290525882783592,-0.017886814053416637,-0.27209824859367227,100.14249341494777
2022-04-08T14:18:50.409187,125.65,1.0556,109.56666564941406,99.90946960449219,99.7293472290039,99.60346221923828,99.6007080078125,99.9625015258789,99.32941436767578,99.35707092285156,98.37294006347656,0.04493839293718338,110.04432938825539,100.10489361914138,100.12106514999834,99.67610227183226,99.70273448201404,100.13009071980021,98.82234459269685,98.3736160487317,97.69163716472337,13.417509969706025,63.76938481354776,-0.03817943034791977,1.0525075627242952,-0.06291580022755573,-0.2779692291438298,100.1931894341972
2022-04-08T14:18:52.817184,127.21,1.0684,109.57390594482422,99.92582702636719,99.71417236328125,99.60541534423828,99.59454345703125,99.9616928100586,99.32222747802734,99.36186218261719,98.35608673095703,0.04492861405014992,110.05164791929302,100.12144139814161,100.10570406111572,99.67807123610962,99.6965231003056,100.12927454619346,98.81507338461203,98.37842870178362,97.67457454374548,13.414571925910964,63.71017184829111,0.0371543404366794,1.011515352119064,-0.04359059175549933,-0.28147848372933876,100.17299186822747
2022-04-08T14:18:55.235184,129.06,1.0837,109.60003662109375,99.9104995727539,99.7240982055664,99.60360717773438,99.59545135498047,99.96722412109375,99.3158187866211,99.36259460449219,98.32647705078125,0.04490390419960022,110.0780609528061,100.1059355735094,100.11575171151104,99.67624840589973,99.69743789538394,100.1348568656736,98.80858950479117,98.3791643939699,97.6445971639287,13.407147908961388,63.979114659342656,-0.02317495853880348,1.0395935834125365,-0.050057944053968136,-0.284514424345763,100.18506034244315
2022-04-08T14:18:57.656361,130.66,1.0969,109.66069793701172,99.90614318847656,99.71160888671875,99.58574676513672,99.59019470214844,99.96165466308594,99.30702209472656,99.3458480834961,98.33110046386719,0.04490990936756134,110.13937774972942,100.1015284924417,100.10310912604051,99.65824315053543,99.69214130875386,100.12923604743843,98.79968960784657,98.36234309866903,97.64927799159398,13.40895214766525,64.4007856036906,-0.0037317240355882863,1.0522783508314508,-0.0800808395546794,-0.28430353141531645,100.20954970482585
2022-04-08T14:19:00.089390,131.83,1.1066,109.7730712890625,99.90702056884766,99.7143325805664,99.59654235839844,99.58300018310547,99.9537353515625,99.27997589111328,99.32757568359375,98.32950592041016,0.04491419717669487,110.25296536158753,100.10241608319964,100.10586624455792,99.66912629292777,99.68489213430948,100.12124370589308,98.77232609122163,98.34398911131342,97.64766364673912,13.41024040991596,65.12384586394842,-0.008145499423175833,1.0330571932856822,-0.03724514488360731,-0.28382014643596015,100.15859713303198
2022-04-08T14:19:02.508360,132.32,1.1105,109.94145965576172,99.91500854492188,99.7313003540039,99.58918762207031,99.5936508178711,99.96409606933594,99.28157806396484,99.33554077148438,98.33104705810547,0.0449226051568985,110.42317326309612,100.11049701818716,100.12304224338897,99.6617119118209,99.69562367993446,100.1316999677607,98.77394706117686,98.3519897638392,97.64922392262756,13.412766567952323,66.16401928595111,-0.02961807116640287,1.0912228563666,-0.08011299150289015,-0.2836410911021107,100.21204587057122
