time,V (V),I (A),T0 (C),T1 (C),T2 (C),T3 (C),T4 (C),T5 (C),Tw1 (C),Tw2 (C),Tw3 (C),P (V),T0cal (C),T1cal (C),T2cal (C),T3cal (C),T4cal (C),T5cal (C),Tw1cal (C),Tw2cal (C),Tw3cal (C),Pcal (psi),Q01 (W),Q12 (W),Q23 (W),Q34 (W),Q45 (W),T6ext (C)
2022-04-08T15:41:27.353041,88.95,0.7321,327.17498779296875,193.13507080078125,181.52273559570312,169.759521484375,158.43238830566406,117.13843536376953,98.96389770507812,99.0244140625,98.12614440917969,0.0447801873087883,330.0040367534396,194.41539423164008,182.91820692875024,170.40110683235207,158.9813479359008,117.46441696602348,98.45253959467581,98.03947385387598,97.44177674670922,13.369977457748453,869.9089688961215,27.143754398403306,29.60773395105289,26.977981341844988,27.004237396643987,90.40800294062083
2022-04-08T15:41:30.281138,88.95,0.7321,327.15997314453125,193.11532592773438,181.52911376953125,169.7546844482422,158.43504333496094,117.1338119506836,98.94879913330078,99.00770568847656,98.12777709960938,0.04483458027243614,329.9888598629422,194.3954195804961,182.924663374354,170.39623056925896,158.98402313495345,117.4597509169132,98.43726388257404,98.02269087587648,97.44342971225439,13.386319696777663,869.9397503460972,27.081353118881623,29.634540145894956,26.960141805413517,27.009012431877764,90.42122829256073
2022-04-08T15:41:32.771143,88.95,0.7321,327.1458740234375,193.1032257080078,181.5067138671875,169.7667999267578,158.44342041015625,117.11528015136719,98.94174194335938,98.98069763183594,98.09740447998047,0.04486958682537079,329.974608392597,194.38317854621704,182.90198858453027,170.40844430079184,158.99246384920576,117.441048221717,98.43012389586656,97.99556222650743,97.41267991863145,13.39683733393659,869.9268517999301,27.105986213089444,29.552015435673198,26.969055162579856,27.02666756811685,90.39358632652758
2022-04-08T15:41:35.184015,88.95,0.7321,327.1207275390625,193.1125030517578,181.50765991210938,169.74539184570312,158.4452362060547,117.10527038574219,98.92030334472656,98.96723175048828,98.10860443115234,0.04485088214278221,329.9491901857477,194.3925638537097,182.90294623914136,170.38686260640816,158.99429343936245,117.4309461483957,98.40843377408486,97.98203621912428,97.42401895330578,13.391217555690877,869.7035595778669,27.125883091686447,29.60532962532796,26.91374846098959,27.034428389198013,90.43895174714679
2022-04-08T15:41:37.662536,300.0,2.4834,327.11767578125,193.12454223632812,181.5345001220703,169.76388549804688,158.44786071777344,117.10610961914062,98.89322662353516,98.9369888305664,98.10934448242188,0.044911108911037445,329.9461054519067,194.40474314254476,182.93011582722033,170.40550623690925,158.9969378890007,117.43179312100648,98.38103938184172,97.95165826259917,97.42476819469775,13.409312547704111,869.6056287336579,27.09049243566632,29.62549677919747,26.951544845897235,27.03559753863249,90.40189244998271
2022-04-08T15:41:40.105537,300.0,2.4809,327.13665771484375,193.14857482910156,181.54095458984375,169.779541015625,158.46719360351562,117.08902740478516,98.90520477294922,98.96173095703125,98.07828521728516,0.04480009153485298,329.9652924963974,194.42905541113188,182.93664950303466,170.42128871619485,159.01641764302195,117.41455337850162,98.39315806198309,97.97651086426691,97.39332322864928,13.375957636033029,869.5727463452355,27.1324659847667,29.603619818045576,26.942810422540433,27.05948133683511,90.39341252429367
2022-04-08T15:41:42.523625,300.0,2.4789,327.3033447265625,193.14004516601562,181.53427124023438,169.76451110839844,158.46707153320312,117.09596252441406,98.8788070678711,98.93453979492188,98.0288314819336,0.044803693890571594,330.13378065878965,194.4204264853286,182.9298841365886,170.40613692077935,159.01629464536435,117.42155245216706,98.36645065224478,97.94919829185129,97.34325536573449,13.37703995540439,870.7090933187018,27.128066300203223,29.62345693333705,26.90730646583,27.05484886279933,90.43601877479436
2022-04-08T15:41:44.943626,300.0,2.4781,327.68316650390625,193.1387939453125,181.53863525390625,169.79025268554688,158.4695587158203,117.09747314453125,98.89869689941406,98.94165802001953,98.03536224365234,0.044844191521406174,330.51770663263335,194.41916070372596,182.9343017046333,170.4320872546534,159.01880072263782,117.42307700286646,98.3865738364031,97.95634830028669,97.34986722791515,13.389207374107666,873.180404754346,27.114648457828142,29.572523698242957,26.962691060450513,27.055487286112374,90.38199771206578
2022-04-08T15:41:47.451628,300.0,2.4771,328.3223876953125,193.15826416015625,181.56826782226562,169.79290771484375,158.48980712890625,117.11911010742188,98.88821411132812,98.92879486083984,98.05944061279297,0.044831663370132446,331.16383498295716,194.43885750037177,182.9642979184192,170.4347638154679,159.039202959091,117.44491349672255,98.37596806155327,97.94342770626515,97.37424460763732,13.38544332028565,877.1994613420422,27.090332523684232,29.63714513696139,26.920816012913363,27.054554388942684,90.44583099616136
2022-04-08T15:41:49.874628,300.0,2.4756,329.1588134765625,193.23184204101562,181.58412170410156,169.81802368164062,158.4796142578125,117.12833404541016,98.90486907958984,98.94940185546875,98.02347564697266,0.044858433306217194,332.00929883408264,194.51329163315086,182.9803463561759,170.46008346547188,159.02893265468202,117.4542224956901,98.39281843018296,97.96412671246453,97.3378330208153,13.393486285128054,882.1462301480442,27.228175539051094,29.615215170474958,27.004893543342504,27.041819243446877,90.37081802734714
